date_of_census,measure,count,table
2022-08-07,families_with_children_in_shelter,9922,DHS daily census
2022-08-07,adult_families_in_shelter,1487,DHS daily census
2022-08-06,total_individuals_in_shelter,50464,DHS daily census
2022-08-06,total_single_adults_in_shelter,16706,DHS daily census
2022-08-06,families_with_children_in_shelter,9897,DHS daily census
2022-08-06,adult_families_in_shelter,1496,DHS daily census
2022-08-05,total_individuals_in_shelter,50382,DHS daily census
2022-08-05,total_single_adults_in_shelter,16703,DHS daily census
2022-08-05,families_with_children_in_shelter,9874,DHS daily census
2022-08-05,adult_families_in_shelter,1485,DHS daily census
2022-08-04,total_individuals_in_shelter,50408,DHS daily census
2022-08-04,total_single_adults_in_shelter,16738,DHS daily census
2022-08-04,families_with_children_in_shelter,9869,DHS daily census
2022-08-04,adult_families_in_shelter,1491,DHS daily census
2022-08-03,total_individuals_in_shelter,50286,DHS daily census
2022-08-03,total_single_adults_in_shelter,16687,DHS daily census
2022-08-03,families_with_children_in_shelter,9852,DHS daily census
2022-08-03,adult_families_in_shelter,1484,DHS daily census
2022-08-02,total_individuals_in_shelter,50208,DHS daily census
2022-08-02,total_single_adults_in_shelter,16715,DHS daily census
2022-08-02,families_with_children_in_shelter,9809,DHS daily census
2022-08-02,adult_families_in_shelter,1486,DHS daily census
2022-08-01,total_individuals_in_shelter,50097,DHS daily census
2022-08-01,total_single_adults_in_shelter,16686,DHS daily census
2022-08-01,families_with_children_in_shelter,9790,DHS daily census
2022-08-01,adult_families_in_shelter,1479,DHS daily census
2022-07-31,total_individuals_in_shelter,50035,DHS daily census
2022-07-31,total_single_adults_in_shelter,16581,DHS daily census
2022-07-31,families_with_children_in_shelter,9810,DHS daily census
2022-07-31,adult_families_in_shelter,1468,DHS daily census
2022-07-30,total_individuals_in_shelter,49893,DHS daily census
2022-07-30,total_single_adults_in_shelter,16551,DHS daily census
2022-07-30,families_with_children_in_shelter,9771,DHS daily census
2022-07-30,adult_families_in_shelter,1480,DHS daily census
2022-07-29,total_individuals_in_shelter,49923,DHS daily census
2022-07-29,total_single_adults_in_shelter,16635,DHS daily census
2022-07-29,families_with_children_in_shelter,9753,DHS daily census
2022-07-29,adult_families_in_shelter,1477,DHS daily census
2022-07-28,total_individuals_in_shelter,49803,DHS daily census
2022-07-28,total_single_adults_in_shelter,16637,DHS daily census
2022-07-28,families_with_children_in_shelter,9714,DHS daily census
2022-07-28,adult_families_in_shelter,1473,DHS daily census
2022-07-27,total_individuals_in_shelter,49721,DHS daily census
2022-07-27,total_single_adults_in_shelter,16673,DHS daily census
2022-07-27,families_with_children_in_shelter,9687,DHS daily census
2022-07-27,adult_families_in_shelter,1467,DHS daily census
2022-07-26,total_individuals_in_shelter,49616,DHS daily census
2022-07-26,total_single_adults_in_shelter,16677,DHS daily census
2022-07-26,families_with_children_in_shelter,9659,DHS daily census
2022-07-26,adult_families_in_shelter,1463,DHS daily census
2022-07-25,total_individuals_in_shelter,49340,DHS daily census
2022-07-25,total_single_adults_in_shelter,16571,DHS daily census
2022-07-25,families_with_children_in_shelter,9616,DHS daily census
2022-07-25,adult_families_in_shelter,1460,DHS daily census
2022-07-24,total_individuals_in_shelter,49193,DHS daily census
2022-07-24,total_single_adults_in_shelter,16488,DHS daily census
2022-07-24,families_with_children_in_shelter,9607,DHS daily census
2022-07-24,adult_families_in_shelter,1446,DHS daily census
2022-07-23,total_individuals_in_shelter,49042,DHS daily census
2022-07-23,total_single_adults_in_shelter,16429,DHS daily census
2022-07-23,families_with_children_in_shelter,9584,DHS daily census
2022-07-23,adult_families_in_shelter,1444,DHS daily census
2022-07-22,total_individuals_in_shelter,48891,DHS daily census
2022-07-22,total_single_adults_in_shelter,16431,DHS daily census
2022-07-22,families_with_children_in_shelter,9542,DHS daily census
2022-07-22,adult_families_in_shelter,1446,DHS daily census
2022-07-21,total_individuals_in_shelter,48900,DHS daily census
2022-07-21,total_single_adults_in_shelter,16473,DHS daily census
2022-07-21,families_with_children_in_shelter,9520,DHS daily census
2022-07-21,adult_families_in_shelter,1456,DHS daily census
2022-07-20,total_individuals_in_shelter,48636,DHS daily census
2022-07-20,total_single_adults_in_shelter,16460,DHS daily census
2022-07-20,families_with_children_in_shelter,9446,DHS daily census
2022-07-20,adult_families_in_shelter,1438,DHS daily census
2022-07-19,total_individuals_in_shelter,48637,DHS daily census
2022-07-19,total_single_adults_in_shelter,16434,DHS daily census
2022-07-19,families_with_children_in_shelter,9445,DHS daily census
2022-07-19,adult_families_in_shelter,1453,DHS daily census
2022-07-18,total_individuals_in_shelter,48453,DHS daily census
2022-07-18,total_single_adults_in_shelter,16408,DHS daily census
2022-07-18,families_with_children_in_shelter,9404,DHS daily census
2022-07-18,adult_families_in_shelter,1445,DHS daily census
2022-07-17,total_individuals_in_shelter,48188,DHS daily census
2022-07-17,total_single_adults_in_shelter,16288,DHS daily census
2022-07-17,families_with_children_in_shelter,9375,DHS daily census
2022-07-17,adult_families_in_shelter,1433,DHS daily census
2022-07-16,total_individuals_in_shelter,48102,DHS daily census
2022-07-16,total_single_adults_in_shelter,16212,DHS daily census
2022-07-16,families_with_children_in_shelter,9379,DHS daily census
2022-07-16,adult_families_in_shelter,1429,DHS daily census
2022-07-15,total_individuals_in_shelter,48152,DHS daily census
2022-07-15,total_single_adults_in_shelter,16145,DHS daily census
2022-07-15,families_with_children_in_shelter,9415,DHS daily census
2022-07-15,adult_families_in_shelter,1446,DHS daily census
2022-07-14,total_individuals_in_shelter,48127,DHS daily census
2022-07-14,total_single_adults_in_shelter,16164,DHS daily census
2022-07-14,families_with_children_in_shelter,9400,DHS daily census
2022-07-14,adult_families_in_shelter,1436,DHS daily census
2022-07-13,total_individuals_in_shelter,47858,DHS daily census
2022-07-13,total_single_adults_in_shelter,16010,DHS daily census
2022-07-13,families_with_children_in_shelter,9370,DHS daily census
2022-07-13,adult_families_in_shelter,1432,DHS daily census
2022-07-12,total_individuals_in_shelter,47809,DHS daily census
2022-07-12,total_single_adults_in_shelter,16090,DHS daily census
2022-07-12,families_with_children_in_shelter,9339,DHS daily census
2022-07-12,adult_families_in_shelter,1428,DHS daily census
2022-07-11,total_individuals_in_shelter,47956,DHS daily census
2022-07-11,total_single_adults_in_shelter,16133,DHS daily census
2022-07-11,families_with_children_in_shelter,9359,DHS daily census
2022-07-11,adult_families_in_shelter,1442,DHS daily census
2022-07-10,total_individuals_in_shelter,48128,DHS daily census
2022-07-10,total_single_adults_in_shelter,16299,DHS daily census
2022-07-10,families_with_children_in_shelter,9365,DHS daily census
2022-07-10,adult_families_in_shelter,1441,DHS daily census
2022-07-09,total_individuals_in_shelter,48231,DHS daily census
2022-07-09,total_single_adults_in_shelter,16399,DHS daily census
2022-07-09,families_with_children_in_shelter,9366,DHS daily census
2022-07-09,adult_families_in_shelter,1441,DHS daily census
2022-07-08,total_individuals_in_shelter,48337,DHS daily census
2022-07-08,total_single_adults_in_shelter,16493,DHS daily census
2022-07-08,families_with_children_in_shelter,9369,DHS daily census
2022-07-08,adult_families_in_shelter,1441,DHS daily census
2022-07-07,total_individuals_in_shelter,48015,DHS daily census
2022-07-07,total_single_adults_in_shelter,16421,DHS daily census
2022-07-07,families_with_children_in_shelter,9294,DHS daily census
2022-07-07,adult_families_in_shelter,1420,DHS daily census
2022-07-06,total_individuals_in_shelter,47881,DHS daily census
2022-07-06,total_single_adults_in_shelter,16371,DHS daily census
2022-07-06,families_with_children_in_shelter,9266,DHS daily census
2022-07-06,adult_families_in_shelter,1416,DHS daily census
2022-07-05,total_individuals_in_shelter,47816,DHS daily census
2022-07-05,total_single_adults_in_shelter,16353,DHS daily census
2022-07-05,families_with_children_in_shelter,9249,DHS daily census
2022-07-05,adult_families_in_shelter,1422,DHS daily census
2022-07-04,total_individuals_in_shelter,47661,DHS daily census
2022-07-04,total_single_adults_in_shelter,16149,DHS daily census
2022-07-04,families_with_children_in_shelter,9278,DHS daily census
2022-07-04,adult_families_in_shelter,1412,DHS daily census
2022-07-03,total_individuals_in_shelter,47631,DHS daily census
2022-07-03,total_single_adults_in_shelter,16194,DHS daily census
2022-07-03,families_with_children_in_shelter,9253,DHS daily census
2022-07-03,adult_families_in_shelter,1410,DHS daily census
2022-07-02,total_individuals_in_shelter,47513,DHS daily census
2022-07-02,total_single_adults_in_shelter,16202,DHS daily census
2022-07-02,families_with_children_in_shelter,9217,DHS daily census
2022-07-02,adult_families_in_shelter,1408,DHS daily census
2022-07-01,total_individuals_in_shelter,47456,DHS daily census
2022-07-01,total_single_adults_in_shelter,16225,DHS daily census
2022-07-01,families_with_children_in_shelter,9202,DHS daily census
2022-07-01,adult_families_in_shelter,1402,DHS daily census
2022-06-30,total_individuals_in_shelter,47440,DHS daily census
2022-06-30,total_single_adults_in_shelter,16301,DHS daily census
2022-06-30,families_with_children_in_shelter,9181,DHS daily census
2022-06-30,adult_families_in_shelter,1408,DHS daily census
2022-06-29,total_individuals_in_shelter,47381,DHS daily census
2022-06-29,total_single_adults_in_shelter,16369,DHS daily census
2022-06-29,families_with_children_in_shelter,9136,DHS daily census
2022-06-29,adult_families_in_shelter,1401,DHS daily census
2022-06-28,total_individuals_in_shelter,47295,DHS daily census
2022-06-28,total_single_adults_in_shelter,16349,DHS daily census
2022-06-28,families_with_children_in_shelter,9117,DHS daily census
2022-06-28,adult_families_in_shelter,1398,DHS daily census
2022-06-27,total_individuals_in_shelter,47285,DHS daily census
2022-06-27,total_single_adults_in_shelter,16336,DHS daily census
2022-06-27,families_with_children_in_shelter,9121,DHS daily census
2022-06-27,adult_families_in_shelter,1410,DHS daily census
2022-06-26,total_individuals_in_shelter,47097,DHS daily census
2022-06-26,total_single_adults_in_shelter,16180,DHS daily census
2022-06-26,families_with_children_in_shelter,9121,DHS daily census
2022-06-26,adult_families_in_shelter,1396,DHS daily census
2022-06-25,total_individuals_in_shelter,46933,DHS daily census
2022-06-25,total_single_adults_in_shelter,16177,DHS daily census
2022-06-25,families_with_children_in_shelter,9073,DHS daily census
2022-06-25,adult_families_in_shelter,1392,DHS daily census
2022-06-24,total_individuals_in_shelter,46998,DHS daily census
2022-06-24,total_single_adults_in_shelter,16203,DHS daily census
2022-06-24,families_with_children_in_shelter,9077,DHS daily census
2022-06-24,adult_families_in_shelter,1393,DHS daily census
2022-06-23,total_individuals_in_shelter,46995,DHS daily census
2022-06-23,total_single_adults_in_shelter,16307,DHS daily census
2022-06-23,families_with_children_in_shelter,9039,DHS daily census
2022-06-23,adult_families_in_shelter,1390,DHS daily census
2022-06-22,total_individuals_in_shelter,46906,DHS daily census
2022-06-22,total_single_adults_in_shelter,16350,DHS daily census
2022-06-22,families_with_children_in_shelter,8993,DHS daily census
2022-06-22,adult_families_in_shelter,1396,DHS daily census
2022-06-21,total_individuals_in_shelter,46913,DHS daily census
2022-06-21,total_single_adults_in_shelter,16330,DHS daily census
2022-06-21,families_with_children_in_shelter,9004,DHS daily census
2022-06-21,adult_families_in_shelter,1404,DHS daily census
2022-06-20,total_individuals_in_shelter,46779,DHS daily census
2022-06-20,total_single_adults_in_shelter,16207,DHS daily census
2022-06-20,families_with_children_in_shelter,9011,DHS daily census
2022-06-20,adult_families_in_shelter,1396,DHS daily census
2022-06-19,total_individuals_in_shelter,46745,DHS daily census
2022-06-19,total_single_adults_in_shelter,16206,DHS daily census
2022-06-19,families_with_children_in_shelter,9003,DHS daily census
2022-06-19,adult_families_in_shelter,1389,DHS daily census
2022-06-18,total_individuals_in_shelter,46570,DHS daily census
2022-06-18,total_single_adults_in_shelter,16178,DHS daily census
2022-06-18,families_with_children_in_shelter,8961,DHS daily census
2022-06-18,adult_families_in_shelter,1389,DHS daily census
2022-06-17,total_individuals_in_shelter,46532,DHS daily census
2022-06-17,total_single_adults_in_shelter,16180,DHS daily census
2022-06-17,families_with_children_in_shelter,8946,DHS daily census
2022-06-17,adult_families_in_shelter,1399,DHS daily census
2022-06-16,total_individuals_in_shelter,46543,DHS daily census
2022-06-16,total_single_adults_in_shelter,16303,DHS daily census
2022-06-16,families_with_children_in_shelter,8906,DHS daily census
2022-06-16,adult_families_in_shelter,1404,DHS daily census
2022-06-15,total_individuals_in_shelter,46581,DHS daily census
2022-06-15,total_single_adults_in_shelter,16280,DHS daily census
2022-06-15,families_with_children_in_shelter,8924,DHS daily census
2022-06-15,adult_families_in_shelter,1404,DHS daily census
2022-06-14,total_individuals_in_shelter,46501,DHS daily census
2022-06-14,total_single_adults_in_shelter,16278,DHS daily census
2022-06-14,families_with_children_in_shelter,8914,DHS daily census
2022-06-14,adult_families_in_shelter,1388,DHS daily census
2022-06-13,total_individuals_in_shelter,46532,DHS daily census
2022-06-13,total_single_adults_in_shelter,16302,DHS daily census
2022-06-13,families_with_children_in_shelter,8909,DHS daily census
2022-06-13,adult_families_in_shelter,1393,DHS daily census
2022-06-12,total_individuals_in_shelter,46387,DHS daily census
2022-06-12,total_single_adults_in_shelter,16141,DHS daily census
2022-06-12,families_with_children_in_shelter,8922,DHS daily census
