measure,count,table,date
Total Single Adults,19770,total_single_adults,2023-09-07
Families,17960,families_with_children,2023-09-07
Adults,28192,families_with_children,2023-09-07
Children,30700,families_with_children,2023-09-07
Individuals,58892,families_with_children,2023-09-07
Families,2211,adult_families_census,2023-09-07
Individuals (Adults),4721,adult_families_census,2023-09-07
Single Adults,21631,combined_total_single_adults,2023-09-07
Total Individuals,85244,combined_total_shelter_census,2023-09-07
Drop-in Center Clients Served,425,single_adults,2023-09-06
Drop-in Center Overnight Census,138,single_adults,2023-09-06
Faith Bed Census,16,single_adults,2023-09-06
Outreach Contacts,323,single_adults,2023-09-06
Outreach Placements,45,single_adults,2023-09-06
Safe Haven Utilization,1531,single_adults,2023-09-06
Veterans In Short-term Housing,161,single_adults,2023-09-06
Criminal Justice Short-term Housing,NA,single_adults,2023-09-06
Families with Children Requesting Temporary Housing,209,family_intake,2023-09-06
Adult Families Requesting Temporary Housing,22,family_intake,2023-09-06
Families Placed in Overnight Accommodations,0,family_intake,2023-09-06
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2023-09-06
Adults,52602,total_shelter_census,2023-09-06
Children,30670,total_shelter_census,2023-09-06
Total Individuals,83272,total_shelter_census,2023-09-06
Men,14953,total_single_adults,2023-09-06
Women,4791,total_single_adults,2023-09-06
Total Single Adults,19744,total_single_adults,2023-09-06
Families,17937,families_with_children,2023-09-06
Adults,28147,families_with_children,2023-09-06
Children,30670,families_with_children,2023-09-06
Individuals,58817,families_with_children,2023-09-06
Families,2206,adult_families_census,2023-09-06
Individuals (Adults),4711,adult_families_census,2023-09-06
Single Adults,21590,combined_total_single_adults,2023-09-06
Total Individuals,85118,combined_total_shelter_census,2023-09-06
Drop-in Center Clients Served,412,single_adults,2023-09-05
Drop-in Center Overnight Census,133,single_adults,2023-09-05
Faith Bed Census,15,single_adults,2023-09-05
Outreach Contacts,341,single_adults,2023-09-05
Outreach Placements,38,single_adults,2023-09-05
Safe Haven Utilization,1541,single_adults,2023-09-05
Veterans In Short-term Housing,167,single_adults,2023-09-05
Criminal Justice Short-term Housing,NA,single_adults,2023-09-05
Families with Children Requesting Temporary Housing,233,family_intake,2023-09-05
Adult Families Requesting Temporary Housing,22,family_intake,2023-09-05
Families Placed in Overnight Accommodations,0,family_intake,2023-09-05
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2023-09-05
Adults,52654,total_shelter_census,2023-09-05
Children,30518,total_shelter_census,2023-09-05
Total Individuals,83172,total_shelter_census,2023-09-05
Men,15121,total_single_adults,2023-09-05
Women,4770,total_single_adults,2023-09-05
Total Single Adults,19891,total_single_adults,2023-09-05
Families,17833,families_with_children,2023-09-05
Adults,28006,families_with_children,2023-09-05
Children,30518,families_with_children,2023-09-05
Individuals,58524,families_with_children,2023-09-05
Families,2229,adult_families_census,2023-09-05
Individuals (Adults),4757,adult_families_census,2023-09-05
Single Adults,21747,combined_total_single_adults,2023-09-05
Total Individuals,85028,combined_total_shelter_census,2023-09-05
Drop-in Center Clients Served,334,single_adults,2023-09-04
Drop-in Center Overnight Census,131,single_adults,2023-09-04
Faith Bed Census,NA,single_adults,2023-09-04
Outreach Contacts,313,single_adults,2023-09-04
Outreach Placements,34,single_adults,2023-09-04
Safe Haven Utilization,1547,single_adults,2023-09-04
Veterans In Short-term Housing,167,single_adults,2023-09-04
Criminal Justice Short-term Housing,NA,single_adults,2023-09-04
Families with Children Requesting Temporary Housing,141,family_intake,2023-09-04
Adult Families Requesting Temporary Housing,28,family_intake,2023-09-04
Families Placed in Overnight Accommodations,0,family_intake,2023-09-04
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2023-09-04
Adults,52518,total_shelter_census,2023-09-04
Children,30468,total_shelter_census,2023-09-04
Total Individuals,82986,total_shelter_census,2023-09-04
Men,15055,total_single_adults,2023-09-04
Women,4749,total_single_adults,2023-09-04
Total Single Adults,19804,total_single_adults,2023-09-04
Families,17810,families_with_children,2023-09-04
Adults,27962,families_with_children,2023-09-04
Children,30468,families_with_children,2023-09-04
Individuals,58430,families_with_children,2023-09-04
Families,2229,adult_families_census,2023-09-04
Individuals (Adults),4752,adult_families_census,2023-09-04
Single Adults,21649,combined_total_single_adults,2023-09-04
Total Individuals,84831,combined_total_shelter_census,2023-09-04
Drop-in Center Clients Served,229,single_adults,2023-08-31
Drop-in Center Overnight Census,81,single_adults,2023-08-31
Faith Bed Census,NA,single_adults,2023-08-31
Outreach Contacts,429,single_adults,2023-08-31
Outreach Placements,62,single_adults,2023-08-31
Safe Haven Utilization,1535,single_adults,2023-08-31
Veterans In Short-term Housing,211,single_adults,2023-08-31
Criminal Justice Short-term Housing,NA,single_adults,2023-08-31
Families with Children Requesting Temporary Housing,169,family_intake,2023-08-31
Adult Families Requesting Temporary Housing,34,family_intake,2023-08-31
Families Placed in Overnight Accommodations,0,family_intake,2023-08-31
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2023-08-31
Adults,52588,total_shelter_census,2023-08-31
Children,30287,total_shelter_census,2023-08-31
Total Individuals,82875,total_shelter_census,2023-08-31
Men,15237,total_single_adults,2023-08-31
Women,4801,total_single_adults,2023-08-31
Total Single Adults,20038,total_single_adults,2023-08-31
Families,17693,families_with_children,2023-08-31
Adults,27790,families_with_children,2023-08-31
Children,30287,families_with_children,2023-08-31
Individuals,58077,families_with_children,2023-08-31
Families,2234,adult_families_census,2023-08-31
Individuals (Adults),4760,adult_families_census,2023-08-31
Single Adults,21865,combined_total_single_adults,2023-08-31
Total Individuals,84702,combined_total_shelter_census,2023-08-31
Drop-in Center Clients Served,422,single_adults,2023-08-30
Drop-in Center Overnight Census,129,single_adults,2023-08-30
Faith Bed Census,21,single_adults,2023-08-30
Outreach Contacts,433,single_adults,2023-08-30
Outreach Placements,73,single_adults,2023-08-30
Safe Haven Utilization,1522,single_adults,2023-08-30
Veterans In Short-term Housing,167,single_adults,2023-08-30
Criminal Justice Short-term Housing,NA,single_adults,2023-08-30
Families with Children Requesting Temporary Housing,156,family_intake,2023-08-30
Adult Families Requesting Temporary Housing,31,family_intake,2023-08-30
Families Placed in Overnight Accommodations,0,family_intake,2023-08-30
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2023-08-30
Adults,52654,total_shelter_census,2023-08-30
Children,30244,total_shelter_census,2023-08-30
Total Individuals,82898,total_shelter_census,2023-08-30
Men,15259,total_single_adults,2023-08-30
Women,4809,total_single_adults,2023-08-30
Total Single Adults,20068,total_single_adults,2023-08-30
Families,17665,families_with_children,2023-08-30
Adults,27755,families_with_children,2023-08-30
Children,30244,families_with_children,2023-08-30
Individuals,57999,families_with_children,2023-08-30
Families,2269,adult_families_census,2023-08-30
Individuals (Adults),4831,adult_families_census,2023-08-30
Single Adults,21907,combined_total_single_adults,2023-08-30
Total Individuals,84737,combined_total_shelter_census,2023-08-30
Drop-in Center Clients Served,637,single_adults,2023-08-28
Drop-in Center Overnight Census,235,single_adults,2023-08-28
Faith Bed Census,23,single_adults,2023-08-28
Outreach Contacts,367,single_adults,2023-08-28
Outreach Placements,34,single_adults,2023-08-28
Safe Haven Utilization,1544,single_adults,2023-08-28
Veterans In Short-term Housing,163,single_adults,2023-08-28
Criminal Justice Short-term Housing,NA,single_adults,2023-08-28
Families with Children Requesting Temporary Housing,189,family_intake,2023-08-28
Adult Families Requesting Temporary Housing,26,family_intake,2023-08-28
Families Placed in Overnight Accommodations,0,family_intake,2023-08-28
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2023-08-28
Adults,52792,total_shelter_census,2023-08-28
Children,30084,total_shelter_census,2023-08-28
Total Individuals,82876,total_shelter_census,2023-08-28
Men,15444,total_single_adults,2023-08-28
Women,4766,total_single_adults,2023-08-28
Total Single Adults,20210,total_single_adults,2023-08-28
Families,17549,families_with_children,2023-08-28
Adults,27586,families_with_children,2023-08-28
Children,30084,families_with_children,2023-08-28
Individuals,57670,families_with_children,2023-08-28
Families,2348,adult_families_census,2023-08-28
Individuals (Adults),4996,adult_families_census,2023-08-28
Single Adults,22175,combined_total_single_adults,2023-08-28
Total Individuals,84841,combined_total_shelter_census,2023-08-28
Drop-in Center Clients Served,538,single_adults,2023-08-27
Drop-in Center Overnight Census,215,single_adults,2023-08-27
Faith Bed Census,20,single_adults,2023-08-27
Outreach Contacts,305,single_adults,2023-08-27
Outreach Placements,34,single_adults,2023-08-27
Safe Haven Utilization,1546,single_adults,2023-08-27
Veterans In Short-term Housing,163,single_adults,2023-08-27
Criminal Justice Short-term Housing,NA,single_adults,2023-08-27
Families with Children Requesting Temporary Housing,111,family_intake,2023-08-27
Adult Families Requesting Temporary Housing,27,family_intake,2023-08-27
Families Placed in Overnight Accommodations,0,family_intake,2023-08-27
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2023-08-27
Adults,52712,total_shelter_census,2023-08-27
Children,29998,total_shelter_census,2023-08-27
Total Individuals,82710,total_shelter_census,2023-08-27
Men,15496,total_single_adults,2023-08-27
Women,4740,total_single_adults,2023-08-27
Total Single Adults,20236,total_single_adults,2023-08-27
Families,17495,families_with_children,2023-08-27
Adults,27511,families_with_children,2023-08-27
Children,29998,families_with_children,2023-08-27
Individuals,57509,families_with_children,2023-08-27
Families,2335,adult_families_census,2023-08-27
Individuals (Adults),4965,adult_families_census,2023-08-27
Single Adults,22180,combined_total_single_adults,2023-08-27
Total Individuals,84654,combined_total_shelter_census,2023-08-27
Drop-in Center Clients Served,432,single_adults,2023-08-24
Drop-in Center Overnight Census,133,single_adults,2023-08-24
Faith Bed Census,14,single_adults,2023-08-24
Outreach Contacts,330,single_adults,2023-08-24
Outreach Placements,38,single_adults,2023-08-24
Safe Haven Utilization,1544,single_adults,2023-08-24
Veterans In Short-term Housing,162,single_adults,2023-08-24
Criminal Justice Short-term Housing,NA,single_adults,2023-08-24
Families with Children Requesting Temporary Housing,189,family_intake,2023-08-24
Adult Families Requesting Temporary Housing,29,family_intake,2023-08-24
Families Placed in Overnight Accommodations,0,family_intake,2023-08-24
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2023-08-24
Adults,53315,total_shelter_census,2023-08-24
Children,29821,total_shelter_census,2023-08-24
Total Individuals,83136,total_shelter_census,2023-08-24
Men,15580,total_single_adults,2023-08-24
Women,4783,total_single_adults,2023-08-24
Total Single Adults,20363,total_single_adults,2023-08-24
Families,17395,families_with_children,2023-08-24
Adults,27347,families_with_children,2023-08-24
Children,29821,families_with_children,2023-08-24
Individuals,57168,families_with_children,2023-08-24
Families,2638,adult_families_census,2023-08-24
Individuals (Adults),5605,adult_families_census,2023-08-24
Single Adults,22216,combined_total_single_adults,2023-08-24
Total Individuals,84989,combined_total_shelter_census,2023-08-24
Drop-in Center Clients Served,543,single_adults,2023-08-23
Drop-in Center Overnight Census,190,single_adults,2023-08-23
Faith Bed Census,23,single_adults,2023-08-23
Outreach Contacts,310,single_adults,2023-08-23
Outreach Placements,62,single_adults,2023-08-23
Safe Haven Utilization,1549,single_adults,2023-08-23
Veterans In Short-term Housing,161,single_adults,2023-08-23
Criminal Justice Short-term Housing,NA,single_adults,2023-08-23
Families with Children Requesting Temporary Housing,189,family_intake,2023-08-23
Adult Families Requesting Temporary Housing,30,family_intake,2023-08-23
Families Placed in Overnight Accommodations,0,family_intake,2023-08-23
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2023-08-23
Adults,53215,total_shelter_census,2023-08-23
Children,29738,total_shelter_census,2023-08-23
Total Individuals,82953,total_shelter_census,2023-08-23
Men,15564,total_single_adults,2023-08-23
Women,4774,total_single_adults,2023-08-23
Total Single Adults,20338,total_single_adults,2023-08-23
Families,17365,families_with_children,2023-08-23
Adults,27295,families_with_children,2023-08-23
Children,29738,families_with_children,2023-08-23
Individuals,57033,families_with_children,2023-08-23
Families,2628,adult_families_census,2023-08-23
Individuals (Adults),5582,adult_families_census,2023-08-23
Single Adults,22261,combined_total_single_adults,2023-08-23
Total Individuals,84876,combined_total_shelter_census,2023-08-23
